feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,target
-3.332983,-2.372335,-3.628208,2.621525,-1.807528,3.244456,2.826984,-7.763711,-2.542672,-2.039422,0.792726,2.293260,0.935419,3.251264,-0.117849,-6.067745,-1.865059,0.167419,0.601058,4.069525,6.251067,1.319694,-5.948254,3.703132,0.738408,1.059482,1.142164,7.330819,-7.243140,0.449739,1.038172
-4.269723,-2.501326,-0.546660,0.925833,-0.032226,-1.450826,2.469010,-2.920788,-2.126327,-0.461529,-1.013156,-0.116090,-0.137460,5.990340,-4.376506,-6.664257,-0.754539,0.028000,2.089669,2.028207,5.808375,-9.944235,-4.948421,-1.600329,0.272896,0.811301,2.221039,3.327310,-3.510729,-4.803537,5.269855
-3.947752,-3.008624,0.250403,0.447942,-1.192706,6.793172,6.376688,-3.417876,-1.902542,-1.333960,1.421728,2.568976,2.964053,-1.371049,-3.719475,-7.824745,-1.408570,-0.239938,1.308353,3.883759,7.019956,-7.551683,-1.805509,0.515573,-0.313563,1.774925,3.361217,4.589179,0.099388,-2.535555,9.397495
-3.613372,-2.593569,-2.303803,1.201169,-0.188592,0.817209,4.065587,-3.382946,-2.164910,-1.155071,-0.437094,0.263515,5.142853,5.131194,-1.631703,-6.451919,-0.907453,1.536331,1.826860,4.639919,5.483068,-5.273921,-7.498519,-3.282291,0.297997,1.609622,2.510748,3.062664,-2.888767,-2.340836,5.272501
-4.142176,-2.330697,-0.371178,-1.217878,2.982549,1.207418,4.409013,-1.016629,-2.368058,-2.747581,0.733635,3.660839,3.140473,6.024946,-5.676313,-5.158346,-2.274762,-1.580512,1.491085,2.169763,3.514476,-1.614743,-1.023961,3.870237,0.267445,0.805058,3.226401,5.822047,-1.710327,-0.484885,10.515177
-3.744007,-1.915015,0.890959,0.474215,4.196583,1.571845,4.333674,-0.353204,-3.287870,-1.167356,0.896741,-0.482588,2.058218,5.508236,3.024054,6.642316,-1.130716,0.082620,2.527055,0.921553,3.218701,-1.857047,-10.328117,-3.218019,-0.048606,2.726240,2.878289,3.183745,-4.978969,-1.731766,13.436291
-3.491884,-1.684268,-3.646633,-3.748195,-0.969781,4.904295,-2.145319,-5.838609,-1.997112,-1.156490,0.748790,1.272598,-2.908245,10.093689,0.284643,-0.842330,-0.446673,0.096189,-0.656175,1.860616,9.115000,-0.443000,-0.371314,-7.288097,0.048235,2.640318,2.082531,6.775294,-2.197456,-4.082346,-3.288317
-3.643301,-2.707675,-0.995778,4.403691,2.377926,2.189749,8.538593,-4.453951,-1.842687,-2.067083,-0.295266,2.275098,4.813927,6.237520,-1.222378,0.857406,-1.030755,2.129791,0.379031,1.469366,-0.069391,-7.878260,-2.795955,-2.782702,0.390075,1.097557,4.156998,2.944056,-0.505864,-4.255406,8.414331
-4.013526,-0.909195,0.179685,1.907036,4.057257,1.242602,1.332701,2.259917,-2.093737,-1.274461,0.176780,1.984801,3.950501,0.351518,-9.593760,-6.794021,-1.317398,0.149952,2.445483,1.094805,2.730598,-2.649616,-4.253389,0.326387,-0.525498,1.188408,4.393354,0.825995,-3.654504,1.235671,0.331129
-2.974381,-2.871234,-0.824352,3.977309,6.184160,0.980712,1.453391,-3.482930,-2.092205,-0.550523,-2.159694,-0.713364,1.177120,5.037593,-6.956333,-1.337179,-1.688805,0.294893,0.376766,0.395522,2.282365,-2.276591,-7.046736,0.851960,-0.360314,0.586416,1.376668,2.732872,-4.381831,-3.565484,10.558570
-3.459083,-3.166935,1.920555,-3.393802,1.696494,6.499025,1.187730,-10.047998,-2.127598,-2.098900,-1.812172,-1.909507,3.054988,2.867962,-5.392962,-6.014419,-0.983406,0.118832,-0.065402,2.127122,4.021115,-0.987448,-2.083948,-5.363678,0.230346,2.966743,2.065362,2.016078,-5.982903,-0.406624,19.647935
-4.986024,-2.572226,-1.036102,-1.799225,0.293132,-1.682041,2.501271,-5.316524,-2.162186,-0.770256,-0.332400,0.485426,2.124640,6.607748,-2.641016,-1.884474,-1.021018,-1.540546,1.718291,2.323329,4.130844,-3.855111,0.728671,1.788048,-0.989931,1.271536,0.704162,4.967646,-3.777229,-5.331474,8.053666
-3.822432,-2.010096,-2.882016,-0.487529,-1.012930,-4.236127,-1.558275,-7.314707,-2.181228,-3.608147,-0.155310,3.734083,-2.828905,1.987091,-0.861324,-5.535411,-0.948912,0.166855,1.381838,2.015954,6.608232,-5.065241,-2.414055,1.332617,0.370448,-0.231595,2.917375,7.760667,0.090127,1.623730,9.474278
-3.852351,-4.050317,0.064304,0.790322,1.989374,1.926760,-0.492552,-6.109707,-2.341148,-0.979260,0.725777,0.692888,4.791063,6.369388,-2.054868,-2.171828,-1.476006,0.391278,1.348596,0.892343,3.548876,-3.914446,-3.855914,-1.227580,0.417201,1.474796,4.188846,-0.916287,-2.474596,-0.143864,7.629798
-3.418406,-3.302626,-2.297020,0.095650,0.580226,-0.967494,6.054090,3.209478,-2.565577,-1.187756,-0.488878,1.220522,0.662436,4.262910,-6.385720,0.688381,-1.410604,-0.706328,3.894502,3.374156,3.785224,-1.681044,-8.338465,-7.855494,-0.915475,-0.320953,1.299676,3.861840,-5.952365,1.545387,6.140405
-3.820116,-1.604895,-1.192307,-1.617549,7.554583,4.742372,9.103987,-1.882594,-1.564420,-0.286396,2.443743,2.289541,5.159061,10.290888,-2.292790,0.178398,-1.229786,0.292152,1.758403,3.372002,3.581928,-6.226765,-3.034670,-1.144264,0.079033,-0.200240,0.374956,2.599656,-4.514895,0.507774,11.725030
-4.775746,-1.700318,-0.399171,1.239823,-2.852186,1.638258,1.705336,-6.684957,-2.607898,-1.557119,0.119180,0.841285,-0.008885,4.762278,-8.070534,-0.484748,-0.441778,-0.446905,1.471565,5.115232,2.509962,-7.843749,-7.778373,-4.783034,-0.887099,0.639515,2.440472,3.383634,-2.573583,-6.133518,-2.454060
-3.607423,-2.930927,-1.733775,3.636657,-4.186146,3.478550,2.238256,-1.418441,-2.875161,-0.460142,-1.346509,2.405584,4.792255,5.554083,-6.240952,1.725577,-0.002111,-0.998759,0.308382,0.683294,5.799323,-4.582835,-2.207367,-0.452704,0.766447,0.275373,2.393932,4.701906,-1.063852,-4.039810,-3.537743
-3.893940,-2.178497,-0.255586,0.556731,1.263706,2.028812,5.955878,-2.444280,-2.923149,-1.253125,-1.345073,3.134322,-2.712652,4.551411,-7.679539,-8.699069,-1.222579,0.471985,0.343032,2.893079,6.658497,-0.435136,-2.902755,-5.650978,-0.049223,-0.087508,3.707027,2.100758,-0.562307,-5.511128,3.643450
-4.099176,-2.481225,-3.337936,0.701570,2.068057,-2.491990,-3.466092,-5.916440,-3.188490,0.389254,0.777224,-0.733825,3.562595,7.139640,-1.413528,4.361813,-1.441414,-0.639209,4.358702,2.353921,7.856392,-3.764441,-8.355973,5.287116,-0.473558,1.024773,2.071596,0.220820,-0.064689,-1.230891,2.912545
-4.265712,-2.691913,-1.525745,-0.790107,1.425163,5.952102,-3.098133,0.640749,-2.802880,-1.928545,-1.048646,3.957051,0.877748,3.041155,-5.155007,2.026656,-1.200150,0.668232,0.153195,2.659123,7.242486,-0.421787,3.126668,-7.359129,0.238058,1.387184,-1.820897,4.069791,-4.116225,-2.844229,-6.436562
-3.691708,-2.335455,1.373375,-2.591763,2.479007,2.288721,2.837045,1.379813,-2.668829,-1.818303,-1.914784,4.403461,1.381589,4.278960,-2.636249,-10.263759,-0.917956,0.322206,-1.341881,0.074349,-1.066566,0.439580,-0.526151,-5.343859,-0.081226,0.343537,4.378019,3.933353,-3.015448,-4.817515,12.821926
-4.137429,-5.171606,-0.675751,-0.805325,1.514099,-3.659233,4.773216,-3.882180,-3.077352,-1.306420,-0.470591,-0.517431,1.679831,6.350308,-1.547713,0.533866,-1.565990,0.881610,2.035062,3.725428,2.991277,-0.247951,-1.500844,-1.792407,0.053308,2.304213,0.891938,4.999826,-5.736955,-3.597577,16.669796
-4.016366,-2.014130,-2.571818,-0.348879,1.895916,6.606858,3.674547,-4.678361,-2.567777,-0.488467,-0.523717,2.909772,6.002151,3.237358,-3.957275,-2.829594,-0.925538,-0.322366,0.870706,0.330112,1.539876,-3.975893,-2.031796,-3.752500,-0.336751,3.608767,3.201029,3.823062,-4.420547,1.538518,0.829555
-4.564879,-1.574549,0.363154,0.293619,-0.949245,3.977362,2.388965,-7.038984,-3.119982,-1.729965,-2.608762,0.100751,5.325596,0.523671,-7.843609,1.408005,-0.753043,-0.761180,0.481773,-1.148752,5.418787,-3.227852,-5.251101,-2.939783,0.600660,0.729356,2.026939,2.995152,-8.267582,-4.658169,4.879941
-3.832586,-1.215698,0.680222,-2.279627,-1.041089,-0.612317,4.240360,-7.163904,-2.001870,-0.569885,-1.195048,2.424825,1.543238,5.040897,-4.163656,-3.953084,-1.446469,0.147356,1.375848,3.493264,2.503800,-1.095572,-4.736437,2.460233,-0.274111,1.007139,2.645200,1.179416,-2.771795,1.149688,10.639939
-3.849830,-2.326512,-2.476832,-1.543700,-1.642748,3.027636,1.448217,-8.914908,-2.392751,-1.108668,0.103567,3.301944,5.148931,0.258573,-5.836744,-0.450635,-1.737008,1.803780,1.174080,2.787493,3.800041,-3.553025,-1.655303,4.381632,0.464762,1.970609,1.602886,6.076349,-4.938363,-4.594947,-1.092031
-4.362963,-3.389353,-1.290222,-3.071827,2.314683,-1.267865,8.273203,1.005074,-2.006422,-1.376639,-1.701695,6.613073,2.438386,5.451105,0.801845,4.500753,-1.334962,-0.702503,3.101890,-0.690998,1.511670,-1.628086,-2.893600,-2.841255,-0.153477,1.651898,1.566619,1.230632,-3.165457,-2.577762,15.418275
-3.252153,-1.596140,-0.680108,1.565575,2.587421,5.309744,3.830179,-1.531820,-2.192444,-1.022481,0.577488,1.565684,-0.745607,1.483787,-5.808442,-0.332286,-1.406915,0.231061,1.982139,3.380183,-0.003439,-0.110570,-1.011983,-1.864778,0.509767,1.433604,2.645974,4.452466,-5.066367,-0.527926,4.027582
-3.954999,-3.344549,-1.773184,-1.084632,1.753524,2.396419,4.140627,-3.324876,-2.276245,-1.901906,-0.722656,2.756062,2.493665,7.021689,-1.262953,-4.707985,-1.405194,-1.127428,2.213185,1.860485,8.642773,-7.739680,-3.302416,-2.927519,0.081279,1.873120,3.757347,4.610972,-2.038424,-3.534990,10.299273
-4.020597,-2.655187,-1.881074,1.611328,-0.003740,4.657823,6.851674,-7.693124,-2.237552,-1.200822,0.117551,2.929926,0.250418,3.795598,-6.419836,0.420176,-1.573591,-0.086546,2.007328,1.927159,3.002128,-3.855282,-0.407994,1.861111,-0.409353,0.698821,3.058442,1.791147,-7.260871,-3.588764,4.589716
-2.297492,-1.813137,-2.391360,1.872365,2.771694,3.205798,4.729061,-3.887203,-2.287776,-1.809438,-0.960302,-1.060217,4.470684,3.231434,-5.017700,2.670928,-1.407545,0.731756,3.614876,1.441471,3.561832,-5.272898,-1.103147,-9.334454,0.326932,2.153820,3.811414,2.754494,-0.087301,-2.331009,8.339777
-3.446337,-2.560724,-0.188366,-1.854979,1.473827,4.385790,1.511928,-5.606099,-1.482231,-1.247951,-0.485603,1.383455,2.552050,6.507644,-0.031956,-0.885139,-1.875611,0.904191,-1.543579,1.618536,1.056698,-7.830199,-9.703522,4.535110,-1.089807,1.753981,0.933827,3.890233,-5.790150,1.726840,10.421687
-3.682804,-1.902122,0.467843,1.971308,-0.211074,0.553424,5.469303,-3.750710,-2.672104,-3.131238,2.521557,1.804157,1.253997,5.210297,-9.851551,-0.806112,-1.662334,-0.288928,1.654891,2.818216,0.294933,-2.531916,-4.020867,2.081625,0.477673,1.212930,2.721662,5.458038,-5.035569,3.448780,10.597211
-4.147798,-0.308539,-0.312509,0.597939,2.245500,4.016298,6.811869,-1.458414,-2.102498,-0.928802,0.252058,3.476723,3.801414,2.802264,-5.103946,-0.943637,-1.343869,-0.019148,2.253521,-0.286726,4.740914,-0.633117,3.141857,0.459905,-0.382972,1.570679,1.515941,9.412387,-3.873093,-2.903288,6.210526
-4.309558,-3.088597,-2.749535,0.317293,1.139840,1.264603,2.712060,1.525649,-2.977903,-1.179900,-0.311806,2.812032,-2.618243,3.991872,-7.546994,-2.111374,-0.823927,-0.096151,1.122186,3.325347,3.285112,-3.330932,-4.604124,-2.344310,0.812524,1.121151,2.002968,6.163831,-6.703153,-1.425445,-4.285778
-4.149593,-2.526179,-2.476961,4.147065,3.482764,1.900694,4.833121,-4.701791,-2.277750,-2.869780,-0.308875,6.571092,-3.958245,5.550435,-7.060000,-0.754021,-0.593894,1.612421,0.817551,2.938826,5.599121,-1.883199,-12.156614,4.636106,-0.157995,0.324238,2.053013,1.872341,-8.554136,-0.728708,-1.463268
-3.056317,-2.880475,-0.916774,-0.253780,2.426088,3.721559,-2.943967,-2.590441,-2.311025,-1.672561,2.410016,0.114474,3.912670,2.537014,-9.109859,4.326664,-1.117193,0.244806,1.919437,4.993877,-2.009198,-4.296898,-6.555320,2.493690,-0.278374,0.439267,4.329084,2.450426,0.397348,-1.283103,4.468894
-3.540208,-2.935001,0.632327,-1.945193,-0.637593,1.917851,5.758118,1.485970,-1.509189,-2.463978,-1.236946,1.479449,-0.260353,4.797232,-5.213621,-1.464379,-1.682784,-0.531392,1.692853,3.344967,2.682506,-0.742993,-3.362504,-3.052806,0.039463,1.229243,4.665486,4.928300,-4.643472,-3.187901,8.987911
-4.424568,-3.505400,-1.070547,2.354280,0.551125,1.762986,8.796633,-4.919837,-2.557643,-0.895862,1.309577,3.559802,3.334871,2.430297,-3.780750,-7.952709,-0.590206,-0.678436,-1.013500,-0.077072,3.773209,-0.812971,-1.466344,-4.688572,-0.459930,0.649860,3.202849,6.267760,-2.899135,-3.021946,11.515514
-3.484532,-4.958712,-0.645234,-0.728048,-0.841241,1.617381,5.955055,-1.349185,-2.581102,-0.145726,-0.253282,0.454738,2.443769,3.531605,-3.217853,3.064156,-1.183571,-0.980486,1.618617,3.910582,1.915167,-0.180100,2.814845,-2.618997,-0.131215,1.649756,3.660968,2.112791,-3.701084,-0.565418,10.451032
-3.738656,-1.520066,-1.460146,0.677102,-0.887508,2.600897,5.870377,-2.616906,-2.905416,0.181635,-1.084764,4.067344,5.112266,1.564997,1.578448,-2.526621,-0.813018,-0.461512,0.959288,2.007511,2.558780,-2.448016,-2.934646,-3.263847,0.251317,2.236537,2.452055,4.461907,-3.615012,-4.120426,5.288152
-3.401406,-2.137817,-1.481380,-0.883589,-0.488675,5.147511,9.105621,-6.193255,-2.794156,-0.954138,-0.574489,0.777832,0.625030,7.960244,-7.376323,7.032703,-0.985939,-0.666566,1.889213,1.317237,2.751839,-7.502112,1.032490,-6.222289,0.279617,1.820384,1.625837,5.533942,-3.045765,-5.802951,5.211608
-3.605136,-0.865170,-1.521382,0.222957,-1.897271,-1.512874,2.932424,-8.410779,-2.389353,-1.310295,0.300304,3.765410,7.665321,0.235306,-5.230253,-3.948196,-2.136774,0.485551,1.524740,4.064876,3.708899,-6.191717,4.435761,3.055878,-0.296801,0.914177,2.359376,3.338274,-3.602658,-0.539536,9.204390
-3.775172,-2.558056,-2.917763,1.975323,0.943028,0.588302,4.885088,-7.623627,-2.614291,-0.588217,-3.048023,3.050016,3.219293,-0.903165,-8.068265,-0.333459,-0.778807,0.453573,1.055735,3.865046,5.741286,-1.012100,-3.414937,1.260153,-0.221772,0.777555,2.571979,3.450406,-2.268055,-0.005192,5.113659
-3.894300,-2.277203,-1.449774,0.996514,0.505887,-1.090690,3.004030,-1.367028,-2.787821,-1.563828,0.217893,3.218516,-2.251246,3.921161,-1.524857,-4.131349,-0.806473,0.668434,0.281275,7.989931,2.551333,-3.869150,3.145366,5.600772,-0.366473,2.521955,1.645045,0.781536,-3.170134,2.112930,5.843879
-3.849414,-3.531459,-2.136988,-0.452538,0.350043,2.565872,4.298974,0.309845,-2.994874,-1.960992,1.834485,1.316150,1.743213,6.662235,-1.222947,-0.317900,-1.839142,0.026785,1.524382,3.475492,1.279065,-8.038530,-2.343332,2.335736,0.561737,0.038402,4.112307,1.383983,-6.232319,-0.897190,5.385664
-4.009294,-3.693534,1.330651,2.762365,2.105102,4.964909,1.177794,-13.526633,-2.548628,-1.568312,0.289007,0.530691,0.480331,1.910544,-6.089185,0.937694,-0.988718,-0.173962,4.364528,2.825953,5.493107,-0.798275,-3.939802,-0.944265,-0.703236,1.368974,0.292089,1.048144,-0.347378,-5.948392,13.864179
-3.457843,-3.504514,-2.013141,1.630012,-0.877092,6.012866,10.588005,0.507037,-2.060812,-0.837341,0.341892,0.727603,3.205996,6.724718,-0.304664,-4.255269,-1.111860,0.733529,-1.540914,4.269943,5.955138,-7.929395,-2.766865,-3.872620,1.527834,0.492719,1.529922,5.597362,-5.495508,-3.705934,6.007510
-3.423443,-3.793816,-3.578917,-2.860851,-1.476998,1.278738,6.308119,-2.753240,-2.140024,-1.822063,0.686560,-2.199793,-1.119657,2.409784,-0.154976,-3.772278,-2.185059,0.868849,1.680103,1.290776,3.942880,-3.552644,-4.829619,-5.036912,-0.242219,1.343983,3.752606,4.776193,-7.463982,-2.666727,9.900817
-3.573338,-1.638320,-1.366595,2.373034,3.780618,8.915036,5.789823,-3.951767,-2.279571,-1.626167,0.590616,5.161024,0.870766,3.110776,-2.250529,-6.251058,-1.019934,0.721605,1.332839,2.522288,3.247896,-2.313339,-4.203452,0.250510,0.102315,1.530268,1.954496,1.294948,-3.953503,-1.509191,6.046713
-4.029961,-3.077402,-1.241391,-1.121324,0.827368,-2.712114,-0.140055,-8.584334,-2.257117,-2.873471,-0.191117,-2.628733,1.346388,3.672868,-5.737927,-3.483798,-1.681690,-0.029087,0.124828,3.174851,2.389172,-2.018229,-4.453003,-0.952071,-0.308238,-0.082780,0.308958,2.200688,-3.333410,-2.655445,14.169576
-4.302833,-2.361403,-2.845407,1.505014,5.432237,3.305218,4.817098,0.291815,-2.574143,-2.603013,0.625548,2.231019,1.885697,3.437043,-10.929322,-5.638323,-1.747816,-0.248391,0.777188,4.407935,5.078232,-5.286336,0.368487,1.026111,0.713573,0.002124,3.089037,3.628738,-4.683010,-2.857347,4.058101
-3.420066,-2.320310,-2.504040,-1.552246,-0.070219,0.759073,7.163999,0.168401,-1.970368,0.023447,-0.524374,1.439052,3.073508,5.282607,-6.172450,-4.348423,-1.343911,-1.044353,2.845490,-1.654418,2.438427,-0.575918,-3.535442,1.738987,0.300414,-0.810964,2.083849,1.391844,-3.693683,-2.712135,6.198633
-3.604433,-2.425100,-1.325155,0.605080,-0.080217,0.270869,-0.687788,1.358604,-2.043982,-0.606939,-1.521532,0.266817,2.081326,4.603869,-0.065241,2.258015,-0.684636,-0.381044,2.043194,2.347291,8.180933,-2.256054,-0.981094,2.687352,0.720645,0.417048,3.623856,3.765059,-4.048532,-3.083975,1.150763
-4.007118,-2.231938,-1.403285,-3.028974,7.216968,3.904986,2.022454,-11.352021,-2.598587,-0.715275,0.728452,4.983544,5.238597,1.293655,-9.116968,0.585942,-1.673499,0.273085,4.016197,2.639851,6.036519,-1.585925,-5.072195,2.656179,-0.090238,-0.605627,0.959327,5.493210,-1.404207,-2.407745,11.196340
-3.496060,-1.121021,-3.410241,0.369361,0.263734,-2.029940,4.586574,-1.751302,-2.254576,-0.718449,-0.850832,3.350647,3.067032,1.701390,-3.249609,-2.972601,-2.097031,0.813336,2.323124,0.115089,5.878376,-3.322977,-4.638646,2.712893,1.055989,1.786268,3.896405,5.121804,-2.034243,0.584698,7.875257
-3.040172,-3.671670,0.400873,0.974446,2.961509,3.327088,6.540883,-4.791852,-2.884203,-0.589792,-2.839935,3.978742,3.974022,2.008298,-2.634147,5.037919,-1.649959,-0.237037,-2.518152,2.851660,7.419232,-4.734719,-0.743808,-0.906708,-0.186559,1.363584,4.234803,4.301751,-2.976307,-6.377662,14.699629
-3.183372,-3.344801,-1.073807,4.109267,2.620890,2.288118,3.161114,-2.401463,-2.874812,-3.129432,-0.764106,0.775563,3.261422,3.637749,-5.750426,-6.184749,-0.988634,0.204207,0.038534,5.500989,4.997443,-3.852266,-2.415781,-4.349184,0.298112,0.721484,2.062448,3.037978,-3.961701,-4.670864,7.662965
-3.736830,-3.633768,-0.772028,0.173171,2.120079,0.716818,-2.902837,-5.749202,-3.464355,-1.737912,0.821075,1.664562,3.951815,3.393403,0.650666,-4.198441,-1.782447,0.327937,0.954564,3.962201,1.287128,-8.558979,-3.829082,5.162603,-0.444894,0.729601,1.340725,5.333736,-3.597745,-1.259144,10.820491
-3.275688,-2.276144,-2.552085,1.484885,-3.214795,1.322807,7.212121,-2.432117,-2.557727,-0.104595,0.960532,2.749359,5.179503,8.170551,-1.404196,-3.967839,-0.456295,-0.703533,0.330259,2.964447,4.825817,-4.144751,-0.400013,-0.982322,0.284319,2.286780,4.777519,5.095074,-7.972062,-1.010420,4.475005
-2.987080,-2.555741,0.271595,0.048505,1.995644,3.496948,-2.527399,-3.934403,-2.434614,0.024458,-1.751870,3.364068,4.035255,10.130395,-1.420610,-5.123896,-1.656630,0.006401,1.667888,1.257949,4.727065,-2.001240,-3.131156,2.365643,-0.096164,0.529083,3.733720,7.219186,1.083853,-3.250036,5.187298
-3.859569,-1.865232,-0.719182,-0.413171,0.415026,4.992993,3.422173,-8.670891,-2.417834,-1.754373,0.593846,1.997000,1.273735,1.973066,-3.358233,-1.205308,-0.484242,0.727361,0.641024,3.056584,0.882028,-1.427606,-6.007361,-1.719557,0.102450,0.633120,1.962348,3.671642,-2.691129,-3.757712,8.977802
-3.902183,-3.330527,-3.778785,-1.222650,2.121528,1.232257,0.410038,-3.052146,-2.942154,-0.838864,1.025836,2.052639,3.038587,2.500108,-7.675700,-0.409599,-1.554444,-0.746172,-0.316752,1.962951,2.665623,-4.000325,-2.105741,-5.900351,0.785064,2.451038,5.270659,4.309722,-4.501716,-6.482892,4.739221
-3.433226,-2.569541,-0.419620,-0.054150,2.547273,1.592193,6.809497,-7.937811,-2.956100,-1.518301,-1.132671,1.301296,3.124714,5.368314,-3.775228,-3.442678,-1.199884,-1.100220,-0.383453,2.493588,10.400384,-5.108897,-2.787113,-0.088532,0.739129,1.267165,2.155940,5.423381,-4.119840,-5.729789,14.511086
-3.577581,-1.342957,-0.462359,0.294063,0.280145,3.790331,1.582289,-6.223888,-2.997376,-0.737784,1.337059,0.502816,1.419022,3.196455,-0.938811,-0.752751,-1.028702,-1.821483,0.249154,3.246911,1.325504,-1.667514,1.351389,-1.665736,-0.294755,3.144048,0.905475,3.986962,-7.165726,-2.262248,3.779837
-3.581063,-2.082781,-2.582805,-1.091019,2.630727,-0.574413,1.044069,-2.480749,-1.484512,0.085017,1.312313,-0.004958,3.554925,3.980608,0.933447,-2.372057,-1.192093,-0.000549,0.583754,2.972171,2.844575,-0.237386,-2.447089,0.602043,-0.336348,0.254603,0.489676,5.945279,-7.372056,0.014325,5.974623
-3.125542,-1.582780,-2.550980,-3.322272,1.589632,4.772312,6.186282,-9.156306,-3.628604,-0.927739,1.295927,0.845079,2.759815,3.613006,-0.280489,-8.511355,-0.866597,-0.371208,0.969083,3.616330,4.766692,-6.912878,-3.439263,1.769427,-0.209410,0.317268,1.124611,4.773911,-3.952062,1.316030,13.607426
-4.885979,-2.528092,0.735553,1.071314,0.981093,-5.966250,6.738645,-7.026873,-2.693506,-1.578884,-1.429401,1.372681,3.436764,5.631039,-6.761511,-0.417909,-0.683542,-0.606029,2.252630,3.561439,3.661765,-3.328555,-1.016833,-1.987983,0.171516,1.577519,2.792231,6.720564,-4.975201,-1.773409,16.352369
-3.466564,-2.401007,-2.037005,2.502611,4.237034,1.571861,9.386779,-10.476384,-3.115057,-0.383665,1.942269,-0.692265,-4.794652,3.089347,0.502307,-5.950699,-0.982390,0.349734,3.105423,2.370772,3.180005,-7.611579,-5.938066,2.268608,-0.360107,1.438746,2.349678,4.559434,-5.638144,-0.681881,12.966542
-3.467028,-0.932195,0.325145,-1.872926,2.205848,1.187520,0.251819,-3.483727,-2.202692,1.124964,2.255817,2.748600,2.048957,5.484683,-5.008226,0.934260,-1.429146,-0.519549,-0.254758,0.691728,2.413997,-5.867875,3.505084,3.866296,-0.044425,1.768033,1.529971,3.303145,-9.644036,-1.265945,6.353968
-3.210809,-2.967905,-0.966917,-1.489966,-1.965687,4.522528,2.715071,-2.274505,-3.406540,-0.720640,-0.471758,2.256677,0.241997,-0.046304,-1.399948,-2.138945,-0.677012,-2.310506,1.486228,4.395442,5.851237,-3.704773,-2.499899,-4.272708,-0.502331,0.804744,2.119180,3.819504,-5.212618,-1.588600,6.719877
-4.377051,-1.786910,0.051610,-2.348103,-0.151182,-2.140540,0.061156,-2.001183,-2.143953,-0.701020,-0.621977,1.828719,3.398429,-0.120645,-6.985081,-5.464372,-1.140130,-1.074466,-0.506475,-2.506734,1.800027,-0.988400,-3.908907,1.708793,0.700885,0.286255,2.806140,3.532708,-2.839651,2.928561,9.094255
-3.661731,-1.990604,-2.389563,1.991336,2.929989,5.351032,2.955525,0.716233,-2.763787,-1.424269,-1.210604,1.180106,4.414460,3.701249,-5.475045,-0.028728,-1.104901,0.994936,-0.320655,3.801553,1.844417,-4.696357,-0.836519,-2.192405,-0.804032,0.294687,0.851326,3.809731,-0.068385,0.416042,-2.795339
-4.200772,-2.654332,-0.675629,2.527358,4.223043,2.541426,2.978809,-6.248217,-3.366884,-0.910002,2.910146,-0.429381,2.595017,3.319552,-3.892897,-10.949209,-1.126366,-1.168331,2.343329,5.542453,7.684055,-0.122189,-5.319851,-4.313340,0.235867,2.831613,1.610625,6.420306,-5.015912,-0.576067,9.927738
-3.959882,-2.669475,-3.043580,-1.104736,2.474743,3.202083,-1.165269,0.754856,-2.052230,-1.317391,0.615242,1.728300,1.184742,7.094931,-1.672696,-3.054955,-1.572334,-0.907914,0.205319,0.896065,7.080579,-6.179277,-1.533066,-1.637888,0.344459,0.813366,0.347994,2.896217,1.798816,-0.904555,-1.049964
-3.602325,-2.693071,-2.774778,-2.291251,3.794379,3.589305,-4.172545,-8.580970,-3.281874,-0.263817,-1.349402,-0.219209,2.867612,6.776884,-6.711720,-6.661086,-0.696715,0.271306,0.546548,2.741653,5.664540,-3.844170,-5.368189,-1.369618,0.418012,1.095524,1.995724,2.626072,-4.011857,0.562295,7.588480
-4.209045,-2.331970,-1.088424,-0.909848,3.848811,-1.347292,5.780577,-4.922187,-1.714314,-2.170460,-1.624394,1.396406,4.915200,7.543552,-2.180582,-3.874385,-1.403346,0.940187,2.199655,0.740302,2.773505,-4.739704,-5.879210,5.086991,-0.021678,-0.121863,2.677847,6.207313,-6.924724,-5.466092,13.547330
-4.571687,-1.622280,-2.134330,-1.324948,2.769256,0.661146,9.567663,-5.241844,-3.296746,-2.864468,1.247846,-0.695692,-1.121410,5.018110,-1.134612,-3.749131,-0.091508,0.389478,1.146727,2.520029,3.672462,-2.358256,0.465232,0.050604,0.180220,2.675398,4.202581,3.556050,-2.793611,-6.450472,15.889816
-3.647990,-2.393595,-2.249090,0.504625,0.371027,-0.892801,1.136100,0.012500,-2.788455,0.037172,2.875669,0.750459,2.239022,9.694332,-2.531097,-2.672878,-0.931952,-1.743660,1.287665,4.318449,3.593614,-5.354464,-2.587947,-1.485858,-0.011205,1.034737,1.133483,1.831594,-2.319415,-1.230478,-0.088393
-3.583164,-0.725116,-1.479280,0.752382,1.398373,2.007780,4.200705,-1.215327,-2.585352,-0.520833,0.503014,0.955994,3.653891,5.234977,-5.850591,-3.580971,-0.753517,0.710793,0.840733,2.130003,5.251936,3.695714,-1.834395,-5.169639,0.858449,2.835051,3.066628,6.314534,-3.902565,-1.266427,4.268276
