feature_001,feature_002,feature_003,feature_004,feature_005,feature_006,feature_007,feature_008,feature_009,feature_010,feature_011,feature_012,feature_013,feature_014,feature_015,feature_016,feature_017,feature_018,feature_019,feature_020,feature_021,feature_022,feature_023,feature_024,feature_025,feature_026,feature_027,feature_028,feature_029,feature_030,feature_031,feature_032,feature_033,feature_034,feature_035,feature_036,feature_037,feature_038,feature_039,feature_040,feature_041,feature_042,feature_043,feature_044,feature_045,feature_046,feature_047,feature_048,feature_049,feature_050,feature_051,feature_052,feature_053,feature_054,feature_055,feature_056,feature_057,feature_058,feature_059,feature_060,feature_061,feature_062,feature_063,feature_064,feature_065,feature_066,feature_067,feature_068,feature_069,feature_070,feature_071,feature_072,feature_073,feature_074,feature_075,feature_076,feature_077,feature_078,feature_079,feature_080,feature_081,feature_082,feature_083,feature_084,feature_085,feature_086,feature_087,feature_088,feature_089,feature_090,feature_091,feature_092,feature_093,feature_094,feature_095,feature_096,feature_097,feature_098,feature_099,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,target
-0.367153,1.141053,0.887552,-2.257033,-0.693202,-0.303937,2.929270,-5.827065,0.752701,0.423581,-0.457976,2.324476,1.311522,2.081977,-6.288585,0.359332,-1.411914,-4.498308,0.200571,1.444287,1.552498,-0.430315,-0.814036,-0.980287,2.757908,1.000957,4.571881,-3.744506,-9.032112,-5.332205,-1.706292,0.050388,1.508558,3.675626,2.332059,-1.058856,0.477351,-6.831335,1.260334,-2.904715,1.472996,0.432431,-2.200419,0.024105,-0.446225,-0.166536,-4.559394,-1.250823,-1.515617,-4.193200,-0.733578,0.897247,-1.473930,-0.670760,3.356264,-1.252453,-3.713324,-2.428321,1.367507,7.416695,0.764847,0.066531,-0.452086,-1.066847,-0.566680,0.663943,-0.508946,-0.719181,1.842550,4.306777,-2.174291,-1.369479,0.099390,1.110285,1.348083,-2.925202,6.448256,-1.147066,3.693036,0.331173,-0.297649,0.439494,0.261136,3.430128,-1.325254,-0.284341,-1.035399,2.503435,2.628202,-6.938241,1.358819,-1.077695,-1.844281,1.930738,-1.680258,-0.059573,3.801632,4.104365,0.605035,-0.650071,-0.631867,0.686520,-1.621229,0.712151,1.463238,0.037390,0.425078,-3.381089,2.552847,-1.391918,1.207341,1.987609,-1.764503,-2.943460,-1.490965,1.465460,3.284192,0.945371,6.948655,2.859897,1
-0.582929,-0.002250,-1.012567,-0.921092,2.797449,0.660777,3.954679,-3.297967,-3.745353,0.012987,0.082586,1.858108,1.171415,2.218993,0.303316,2.186597,-0.082132,-1.489882,-1.040707,1.489845,1.017024,-1.550637,-2.282576,-1.779523,-1.682393,-1.119133,-3.263269,2.897387,-4.058345,-2.807280,-0.336324,0.142853,-0.513944,-0.244120,0.777963,-2.773669,3.066213,-3.552514,3.370642,-0.991307,0.453966,2.513760,-2.289212,-1.010531,-1.318140,-5.410956,2.949941,0.992768,2.038507,4.265551,-0.614267,1.501908,-0.526716,-2.728112,2.066761,1.099153,-6.506392,2.220510,-2.484988,2.610461,0.944730,1.998715,2.612102,-1.966719,-0.067988,3.931196,-1.178455,0.730992,2.448697,2.668914,-1.287248,-2.133550,-1.245860,-1.026573,-1.485584,-0.392478,4.716226,-2.583558,2.422079,4.064034,-0.168633,1.112257,-2.093145,2.922737,1.621214,-0.815109,-2.802493,-0.749158,-5.142953,-0.495608,1.221021,-2.506148,-1.853190,-1.388656,0.402747,-1.075269,-1.142941,0.018374,-0.424251,-0.591521,-0.815726,1.550720,0.361637,1.323024,1.390354,-2.958004,-2.303027,-2.730184,1.482121,2.493681,0.913295,-0.355541,0.718666,1.373222,-2.178563,-1.205590,2.046969,2.878937,2.978980,-6.347863,1
-1.186266,0.705451,-1.266692,-1.159059,1.860981,-0.485269,1.808311,-6.824574,3.772667,-1.626581,-0.756813,1.548453,2.583550,2.950399,-0.230493,-2.116445,-0.483443,2.565150,4.584456,-2.535879,1.243062,-0.677915,-1.318381,1.226346,2.191593,1.255827,0.750326,-3.398574,-0.191514,-1.823734,-0.039107,0.533942,0.481451,-0.298083,-1.435661,1.872732,3.516567,-0.678861,-2.293129,2.405881,0.123836,0.974422,1.869614,-2.657269,1.262277,-3.146847,-0.986045,-0.255897,-0.221129,0.809979,-0.815840,-0.498263,1.506460,-0.454108,1.552330,2.930281,-1.518437,-1.757712,-0.274193,1.460795,0.102386,-0.025229,0.929141,-1.472536,-1.168692,1.241714,-1.360477,-0.428909,-0.835806,1.315933,-1.187933,-0.884472,-0.692463,-1.426701,3.267426,3.028570,-5.973604,-4.150519,-0.552624,-3.452834,-0.543129,0.047018,-1.186768,1.432194,0.203881,1.652690,1.303612,-5.330477,-1.919037,5.822688,1.615017,-0.612715,-1.425845,-3.077244,3.297172,2.273895,1.372469,1.011491,1.859721,-8.467800,-1.093737,-1.234110,0.570021,2.286509,-0.898794,-0.709411,2.957553,0.511015,1.592039,5.996139,1.927192,-0.327601,-0.668581,-4.653352,-0.083814,3.475265,2.492210,4.112079,-2.213348,-5.371745,1
-1.368095,0.230948,1.083750,-2.423136,-1.954457,7.270787,1.959181,-1.138793,-4.253568,4.830158,0.002652,0.628831,2.326498,1.905290,0.030303,2.479690,3.337356,0.141246,1.652731,-0.026295,0.689483,-0.934118,-0.969472,1.817280,-0.622054,-0.724685,0.790721,0.994736,0.916813,-3.138811,-0.480722,0.999811,-1.376056,1.196897,0.564584,-0.615379,-4.465541,0.897429,-3.625431,-7.871160,1.236920,2.490498,0.946194,-0.669464,0.450332,0.010470,2.748770,-1.990480,-2.198743,-6.102394,-0.180755,-0.776360,0.613796,1.092185,-0.406232,3.037021,2.673183,-2.400563,1.483106,-2.880198,0.090833,1.618850,2.123490,-1.571806,-1.013057,-1.988478,5.948014,-0.475360,1.535237,5.238252,-1.071894,-0.211475,-2.045346,-2.504444,0.047058,3.894046,6.200170,0.830417,-1.181204,3.278607,-0.298044,0.633293,-0.050401,0.051550,-2.107273,0.618606,-2.536496,-2.517760,-2.665205,2.524459,1.408566,-0.144825,-0.720480,0.319120,2.270557,-1.244138,6.045188,-3.588678,-7.220973,-1.431137,0.736307,-1.223518,0.327608,1.089920,2.280874,-0.050279,-0.251667,3.920212,2.125452,-4.912825,0.000986,2.606601,-0.401844,-1.543921,-3.200867,-1.490316,0.214008,1.230369,-1.003072,1.732298,0
-1.125405,-1.534823,0.983297,0.593853,-0.877173,0.677304,-0.195537,-2.930613,3.945829,-4.918375,-0.107996,0.349998,1.456117,-0.115552,-1.142297,0.673619,-2.807720,0.941682,-0.273583,5.196939,1.566754,-1.934086,0.797483,-0.994629,-1.620114,2.011548,4.343558,-1.063179,-5.556079,-1.153102,-0.187088,-1.699276,2.424683,2.040621,5.524235,-0.731610,-1.994877,-1.334347,0.984615,-0.986701,1.510910,-0.708423,-2.614336,-1.143687,-1.446263,0.552327,0.961062,0.196807,0.394452,1.519357,-1.534203,-1.158217,0.818847,-0.680517,0.144031,-3.053237,0.231772,-3.891792,-2.129491,-4.861005,0.227575,0.895925,1.840677,0.946595,-2.432925,0.275374,1.514792,-1.054877,-1.768567,1.406956,-0.856206,0.989323,-1.227367,-1.092716,5.720893,2.025280,0.756252,-3.362155,-0.341481,-0.815574,-0.154053,-0.858703,-0.259832,4.058819,-3.831784,-2.240820,-4.645121,-4.991169,2.239738,3.133241,0.937553,-1.312692,0.980205,-1.836735,-2.100783,-0.853668,1.223452,-4.723408,5.125183,-9.314032,-1.080699,-0.207563,0.047627,0.647817,3.075324,-1.192792,-4.632406,0.850555,4.107148,3.123886,1.166066,3.056122,-0.963483,-0.738240,0.571023,-3.752884,-1.611089,-3.461899,6.352090,-0.284466,1
-0.911953,-0.536356,1.508262,0.761560,1.067463,0.052019,-0.277786,-0.769631,-0.459686,-0.142267,0.195341,0.374545,0.676255,0.130790,-3.673650,-2.111443,-0.564024,-0.651788,5.130868,3.617822,1.107449,-1.572723,-2.347852,-1.259936,-0.086789,0.644313,2.471927,2.222022,-0.447655,3.334198,-0.808606,0.697279,2.300043,1.819009,-0.070686,-1.964867,-1.051249,-1.241216,1.579802,0.231768,1.366703,2.062160,-1.591232,1.738341,0.711587,0.408970,-4.057302,-3.752579,3.930471,1.689349,-0.616489,-2.003449,0.192282,-1.439567,2.042743,0.780340,-1.755905,-2.140651,-1.817117,7.041780,-0.157017,-0.522992,1.360174,-3.172200,0.463620,0.727147,1.769919,0.014718,0.621577,-1.028512,-1.955928,-0.618590,-1.224269,-0.452955,4.708064,4.231817,1.970014,-6.404675,-9.789308,-0.283021,-0.572010,-0.164002,0.342510,-1.078015,-2.357152,-0.261482,2.245347,-5.373377,5.758217,0.807437,1.662772,0.401878,-0.796806,-0.698687,2.269225,-1.203898,-3.301330,5.524948,4.408396,-2.712458,-0.552288,-0.414715,-0.418426,3.528246,2.641873,-2.125924,1.870910,-0.128211,-0.994188,6.515595,0.580194,0.695172,0.597852,-0.486700,2.402067,1.052778,0.555130,7.180922,3.601048,-1.115573,1
-1.561972,0.092287,-0.191769,1.410010,0.722307,1.902372,2.373888,1.391416,-3.170345,1.955435,0.340705,-0.136080,-2.420928,0.715965,-5.522567,-0.085666,0.091649,3.346849,-5.649217,-0.991623,1.285849,-0.428751,0.572230,-1.170327,-1.245725,-0.008312,0.927998,-5.146055,1.363734,4.622091,-0.289664,-0.524939,-2.064523,0.112422,0.969817,1.023149,-3.447184,-4.695500,1.229106,2.212110,1.530552,1.417007,-1.577240,-1.372992,-1.842552,0.119425,-1.018512,1.123419,0.011752,-0.439278,-0.545160,-0.395112,0.205149,-0.607108,-0.715114,0.416369,-4.727186,-1.352559,-0.258850,2.650396,-0.189240,3.036556,1.122573,-0.658016,-2.523750,0.182544,-4.905857,1.295229,5.218150,8.559836,-1.950696,-0.740668,-2.193543,0.915082,0.892635,-3.320303,2.289226,0.847535,6.222588,2.954950,-0.235804,-1.958309,-0.466633,-0.054904,-2.681975,-3.256169,-1.797481,-5.290359,-1.274363,-2.041323,1.303927,-0.163903,0.662159,-2.521891,0.185682,-2.983151,-2.995864,-0.929731,-9.240844,0.831067,0.177130,1.221908,1.678036,-0.611352,-0.845313,-1.439198,-1.226348,2.200221,-0.732776,4.825884,1.347920,-0.369422,-3.141235,-3.285714,0.102415,-0.620846,-0.475336,0.131105,-2.726884,0.757488,1
-1.416101,-1.780957,-1.418225,-1.230586,1.600856,-0.492737,10.536347,4.512861,1.606079,-0.421040,-0.663354,0.995995,0.337620,2.042743,1.126857,-1.470671,-5.146929,2.541634,1.877224,3.305860,1.345836,-0.744203,-1.498777,-0.950362,2.109161,-1.619501,-3.308178,2.873173,-5.593915,1.853964,-0.774686,0.396003,-0.663129,-0.127407,2.953593,-7.732834,-1.595925,0.228609,-1.921101,0.662349,1.509344,0.010308,-2.155080,-0.820412,-4.469924,0.050305,1.121643,-1.878234,0.892595,-9.437998,-0.525689,0.737248,1.689118,2.670337,1.535971,3.866581,1.352851,2.659206,1.739974,3.414721,0.788354,1.907650,1.338676,0.416606,-2.465073,-1.306928,-2.665038,-4.392283,3.916342,4.803957,-0.557749,-0.686056,-0.244603,-1.922329,3.561851,0.292757,-1.729046,1.094412,4.289127,6.605450,-0.132079,-0.806997,1.641402,-1.016361,-0.416220,-3.174757,-2.845961,-4.229276,0.079663,4.085575,1.143373,-1.414764,0.532829,0.152386,-2.255723,0.516213,0.333808,-0.354990,-6.887301,-2.947458,0.650777,-0.639017,-0.111971,2.907661,0.634140,-3.618003,2.148166,0.134007,0.450440,4.141504,0.212341,1.726944,-1.080752,-0.999863,0.600041,0.864154,-2.530687,6.054337,8.732849,-2.235417,1
-1.020221,-1.501526,-1.470939,-0.178786,-0.443863,1.183311,4.722212,1.243896,3.325590,-5.917506,-0.175793,-0.037567,0.221898,2.100002,-1.402513,1.734070,-1.775004,2.006549,2.433470,-1.146040,1.335212,-0.988526,-1.955991,1.745380,-1.594666,-1.283559,-0.732653,0.614689,2.132751,5.004382,-0.515914,-0.042718,2.044335,0.871713,3.909156,2.233737,4.411173,-0.651844,-0.017435,0.687494,1.353234,0.876108,-0.831101,-2.532201,-1.868134,3.495707,5.866285,-4.998521,0.065732,-2.106493,-0.841243,-1.655058,1.216795,1.400437,3.026723,0.877599,-2.740532,1.684709,-2.874272,-0.112157,0.361362,-0.332961,1.032699,-3.017710,-2.520576,-3.006450,2.543225,1.558980,0.453968,0.787479,-1.125308,-1.269225,-2.010818,-0.416220,-1.983546,2.230826,-1.401393,-1.631265,-5.832756,3.610275,-0.733160,0.092383,-0.277264,3.828110,0.028297,-0.941175,-1.974499,-3.864979,4.165149,6.310048,1.995266,0.233955,-0.709893,0.767488,3.204578,-1.523532,2.150473,1.663766,-8.268935,-2.402693,-0.633730,0.068087,1.496490,1.895395,1.136655,-2.819830,0.257412,-7.998746,-1.278713,0.834481,1.477208,1.250388,-0.310289,0.163868,-1.228875,-2.852417,3.039503,5.535041,2.339762,-4.786628,0
-0.266061,0.060875,-0.264533,-1.024942,0.661345,4.944724,0.804386,1.205972,1.272281,-0.718498,-0.624029,-1.011599,-0.428843,2.370530,-0.825507,-2.590135,1.492823,-1.431876,2.949231,-2.121046,1.351833,-1.232279,0.748862,-0.097341,-1.731366,1.476566,0.098919,3.369769,-5.659746,0.575090,-0.661417,-0.570663,-1.858955,2.195993,0.180836,-2.324932,-5.459976,-0.875444,1.299314,-3.753395,0.903840,1.862358,-1.247373,-0.942850,-0.527354,-3.062975,2.931572,9.912289,0.165151,-0.667844,-0.035956,0.143319,-0.073895,0.091908,3.804879,-2.424292,-2.070625,-9.783071,-0.698807,-3.581047,-0.258379,0.670797,1.389081,-2.715571,-1.571746,-3.852039,-0.576957,4.950597,5.508111,-0.255252,-1.236419,-0.616455,0.442030,-1.761640,-0.437417,4.326639,-0.039161,2.381887,-1.224819,1.095410,0.626099,1.228734,-0.855730,0.286364,0.103140,-0.766755,-0.984802,-2.594818,-5.415695,2.057992,1.469093,-2.083322,-0.651281,-1.207931,-1.065379,0.029762,-2.202977,2.108901,-3.171516,-5.363192,0.034901,0.360538,0.358947,2.014816,-2.263242,-3.369913,-2.377310,-4.303280,-1.178959,2.549805,0.887235,1.560600,-0.719944,0.707013,-0.236536,-3.276307,0.201992,-0.010090,1.555567,-3.138315,1
-1.742810,-1.572389,-0.589021,0.088411,1.048865,-2.182450,0.654564,-2.430288,1.463600,9.487968,0.519278,1.786145,1.364062,0.309558,-5.748130,2.063180,-0.419274,1.446626,5.975058,-0.066179,1.897479,-1.299162,0.797446,-0.198426,2.362669,0.727738,3.350829,1.603584,3.697105,-0.871186,-0.178042,-1.264366,0.247963,2.979506,0.666948,-2.139338,-2.776385,-5.152645,1.729944,-0.209197,0.988525,2.365755,0.274659,0.137936,2.111592,-2.405785,-1.048267,4.235576,1.681608,0.095253,-0.623381,-0.928417,-0.060479,0.298006,4.106354,0.036416,-2.071303,-0.165810,-1.709600,-1.612217,-0.372426,1.909161,1.329516,1.083959,-0.026129,-0.760174,1.284392,-0.435944,3.694631,-2.770849,-1.134079,-1.367117,-0.248720,-1.171714,6.468289,-0.536369,1.110839,-0.212534,-2.567433,4.902828,0.809283,0.603165,2.536722,1.261232,-2.988684,-4.435085,-0.517307,3.407956,0.370418,4.487109,1.137118,-1.442765,-0.519182,1.510604,-0.134102,3.197087,-0.034447,4.859690,1.440679,-4.212314,-0.323409,0.788542,1.865262,2.018180,4.133009,-1.118169,-1.265014,-0.219577,-0.155892,1.535071,0.786247,-0.346348,-2.403563,2.890969,2.320983,-1.126878,2.247509,-3.331995,1.891585,-7.205775,1
-0.975749,-0.319384,0.030921,-1.017365,-1.727887,0.557430,-0.032992,-1.203038,2.119558,0.340559,-0.129422,0.774180,0.923369,-0.291256,-0.302147,-1.992646,-4.484312,-1.284061,-1.135172,-0.045752,0.654099,-1.075558,1.572177,-0.059286,1.631408,2.124733,-0.017710,7.430795,-5.986853,2.686505,-0.107806,1.573527,0.186273,4.210779,-1.969857,-2.568408,1.919584,-2.052981,-1.064709,1.867194,0.590250,0.807214,-1.859479,0.337940,0.645977,0.368285,2.720071,-1.973575,2.440463,4.254378,-0.154240,-1.386101,0.183748,0.851152,0.565705,-1.172412,-3.314603,-0.473194,2.374027,3.118291,0.061046,-0.053293,2.893310,-0.509209,-2.601042,-2.979570,-3.503712,2.267783,4.503011,2.769783,-1.220864,0.390154,-2.309570,-0.087433,5.486130,1.912324,-1.386533,1.227414,-1.226389,-0.338139,-0.576408,0.751733,-0.075151,-0.146876,-0.741364,0.631320,-3.350026,-3.774863,-3.589073,0.003785,1.637189,-0.521464,-1.583424,0.151312,-1.492726,2.768259,2.783556,3.634154,-0.799656,-5.667488,-0.233988,0.118699,-0.712111,0.685125,-0.882499,1.172615,-4.052938,0.090104,-4.572228,-0.969560,0.738308,1.455707,-2.076569,-1.675497,0.715422,0.310696,-0.278971,1.269431,-0.065448,0.932316,0
-1.236482,-1.026241,0.912812,0.538005,-1.306780,3.827890,3.799911,-0.931857,0.599808,3.245415,0.563595,0.180692,0.609768,2.634831,-4.025581,-1.649610,-2.658766,-0.614010,-1.780125,-0.365610,1.142554,-0.454784,-0.744969,-1.562908,-0.491043,-0.288886,-0.620383,3.016696,-0.643844,2.767763,-0.763361,-0.555923,2.395005,-0.339486,-0.376903,-1.147100,-0.617750,-2.757905,4.632130,-9.107150,1.543210,0.804451,-3.992678,-1.820578,-2.805452,0.141901,5.369563,-0.709585,-0.307358,-0.927334,-0.691180,-1.172757,-0.536485,1.287480,-0.547298,1.171228,-0.532638,-1.665311,-5.853936,-0.925299,-0.005963,0.493185,1.394654,-0.553015,-3.618319,0.914851,2.352297,-3.795809,1.576187,0.906073,-1.077855,-1.327784,1.930311,0.410161,0.743657,-0.783505,1.405612,-2.768727,1.775513,-3.705707,0.179822,0.039939,-0.290337,-0.087267,-0.796135,1.192686,-8.360620,-4.919502,2.273329,-0.660777,1.307271,-2.152400,-1.191190,-1.052971,1.145264,-3.465880,-1.980251,-0.598812,7.779810,-5.740545,-0.205710,0.414443,-3.038858,2.332242,3.919409,-5.549349,-3.087701,3.114270,3.237001,-5.538731,0.880282,0.894317,-1.437340,0.021030,-3.954323,-0.884941,0.908794,3.640493,1.904775,-0.924175,1
-1.081439,0.668564,-1.064417,1.055497,2.035711,-0.996923,2.079673,2.745947,-0.335161,-0.167536,-0.454027,-0.262239,2.909661,2.461150,-1.396449,-2.221962,-5.088079,2.891206,2.478613,1.935856,0.617462,-1.713920,-2.030848,-0.043320,6.471663,1.576227,-1.820354,-2.246799,-5.435300,-0.155323,-0.683784,-0.303488,-0.644501,1.348801,2.612575,1.033639,-0.538558,-3.463086,-1.802881,1.256536,0.173022,-0.247020,-3.242179,0.207979,0.201590,3.090406,2.501419,-3.448205,-0.195859,-11.234615,-0.912760,-1.053542,1.232313,1.832090,0.827665,-0.751409,-2.336050,2.798041,-1.818452,-2.998334,0.828288,-0.285859,2.882367,1.403685,-0.694034,0.304922,-3.296488,0.426551,-3.163583,-0.051718,-1.073911,-1.192462,1.171505,0.179515,-1.710560,1.429996,0.684350,0.150689,2.136166,3.910721,0.029223,0.589644,4.093869,-1.148536,-2.899515,-3.310392,-0.698678,-2.762288,3.859005,1.758901,0.624462,-0.058985,-2.200512,1.128498,0.678608,3.272448,-4.464244,-1.806263,1.791948,-0.294208,0.255599,0.846282,0.414966,2.027789,0.977790,-0.119520,-1.686225,-0.396414,-3.855009,-2.956148,1.101164,1.924546,-1.449143,-0.045921,-0.654156,-3.538894,4.568265,-0.918712,1.469401,-1.364200,0
-0.758029,-0.749477,0.104503,-0.013664,-2.772725,-0.803579,2.067673,1.706130,1.809385,-0.043070,-0.333966,0.372303,1.656345,0.483607,3.969670,-3.643406,1.276859,-3.675354,2.014781,0.531916,1.132533,-0.894035,-0.250477,1.525901,-2.046350,-0.291021,-0.276789,3.302985,-2.134728,-5.499015,-0.488593,0.207397,0.641736,1.031723,2.139429,3.491392,1.081707,-3.252160,-0.315871,0.874037,-0.912921,1.593971,-2.040427,0.949157,-4.579677,1.110382,-0.855502,0.448986,2.780049,-7.932038,-0.634752,-0.511027,0.677970,-0.026211,0.908527,1.085273,-1.166384,-2.019315,3.454677,5.149865,0.464474,0.018438,0.729471,-1.820992,-0.996461,0.838519,1.554730,3.633114,4.683502,1.245756,-1.615284,-0.982398,0.644565,-0.411739,2.201325,0.335273,0.838056,-5.863225,-0.242673,5.557757,-0.898285,1.129682,0.427808,2.546302,2.462098,-4.341745,2.002850,-1.477167,1.224326,-2.408925,1.126021,-0.894884,1.373514,-0.226492,-0.578116,0.488216,1.584392,1.917096,-2.163972,-0.328638,-1.418450,-0.085061,-0.245844,-0.879657,2.330730,-4.394010,-0.412100,-3.664426,-6.661685,-4.188669,0.753374,1.884153,-1.830687,-0.955713,1.012756,-2.598830,-0.422828,0.596652,0.404059,-4.878274,0
-0.661813,-0.653361,0.205091,2.034618,-1.973035,2.982970,2.210174,-2.798034,2.902089,-1.896147,0.818584,-0.011385,2.006585,0.045331,-0.491220,-2.196515,2.408465,2.725502,-4.012495,-1.933270,1.537803,-0.752783,0.623212,-3.144228,-3.141439,-0.946536,2.018525,1.589123,-3.511301,10.054596,-1.059341,0.231501,-0.357276,1.293302,2.448979,-1.785358,0.660765,-5.680082,0.984392,-2.479765,1.386274,1.638115,-0.583076,0.588959,-1.922463,2.960135,0.116968,-3.117658,4.410136,0.782505,-0.832804,-0.466678,0.211946,-1.466686,-1.282043,-0.466814,0.945003,-3.517135,1.724839,0.789859,0.859950,0.367719,0.119287,0.933277,-0.311248,-0.675185,4.181423,1.831355,2.465429,-1.748856,-1.657613,-1.685657,-0.288758,3.044601,-1.276335,-0.676829,-1.370170,-3.888651,1.806579,-3.257970,-0.006434,0.609814,-0.304428,2.768648,-0.073743,2.177120,-0.297477,-2.268981,-2.766536,-0.194710,1.855230,-1.657644,-2.915085,-1.483476,1.104666,1.564133,-0.980255,-4.611623,-0.768245,-0.985163,-0.908002,-0.178720,1.677749,1.697217,4.455157,-3.307239,0.533545,4.491240,2.835062,1.119168,0.743527,2.558291,-1.333604,0.834836,-1.126557,4.849081,0.649208,3.166358,-1.398230,-3.113406,1
-1.340036,-0.588036,0.641659,-0.331323,2.877095,1.943053,-0.862976,3.081220,-3.552788,2.706045,-0.162625,1.214176,1.229022,1.493111,0.295067,2.809895,2.436018,-1.726282,1.791683,-0.144409,1.113664,-2.220809,1.032099,-3.249788,-2.163051,2.416600,0.950360,0.187551,3.028320,-4.224078,-0.709272,0.306777,1.547836,0.801569,-0.534359,-7.293860,-0.445231,-1.629273,-0.026286,0.867209,0.885431,0.726876,-4.632673,-0.336837,0.245370,-1.813531,0.698437,3.745646,13.777529,0.074459,0.177785,-0.924833,-0.326860,1.588553,0.332173,0.611361,0.962868,0.622778,1.974633,1.518135,0.922475,0.086357,-0.547705,-2.890628,0.791376,-0.478448,-0.265934,-1.137901,4.607961,-1.841150,-1.400503,0.044142,-2.535945,-2.266131,-1.747780,3.695487,-2.294126,0.180593,-2.133136,-1.280337,-0.267109,0.465237,2.559722,-0.007977,-1.881888,-2.004141,-2.463541,2.256348,-1.440097,3.290113,0.279766,-2.622845,-0.382310,-0.773597,1.244781,0.300875,1.113028,4.421091,-2.479152,-4.220652,-0.201430,-0.945511,2.153658,2.063598,2.024158,-1.135910,-1.109627,0.030955,-3.623557,-1.511735,1.055526,0.245069,0.742729,0.386657,0.608844,1.705655,-3.045200,0.638874,1.115349,3.733254,0
-2.043968,-2.295524,0.979011,1.640527,0.103966,4.479312,0.529257,-0.950042,-1.949479,-3.943202,-0.149262,0.802381,0.587455,4.153139,-1.822197,-2.064325,-2.089071,0.013614,-0.921700,-0.204300,0.993821,-0.577854,-1.329387,-2.997166,-1.448938,-2.334887,1.498660,8.357876,-3.101835,1.786941,-0.244905,0.969412,-0.761461,2.253382,2.908880,1.321011,-0.244080,1.162686,2.116713,6.389081,0.977797,2.401660,1.272827,-5.046176,-4.309782,-0.659799,1.974474,-2.366607,3.612237,-4.418414,-1.143704,-0.514999,-1.245294,-0.130349,-0.183458,-3.361185,0.690470,-0.884927,0.865612,-1.318302,0.560309,0.345761,1.299661,-1.034479,1.275270,-3.104445,-0.596600,-0.646556,-3.698284,-1.142911,-1.524583,-0.599970,-0.493670,-0.793348,-3.181312,-1.147258,0.161090,3.193356,1.031888,-6.243404,-0.028452,1.212975,1.677731,0.439300,-0.687729,-0.090770,1.830311,4.686665,1.814666,-4.095265,1.519310,-1.035453,-0.672624,0.062733,-0.055648,4.976281,1.271648,2.475474,1.892106,-3.445715,-0.548059,0.339047,1.851677,-0.534518,3.561871,-3.003653,-1.013780,0.175124,2.174421,1.874474,1.404951,0.570843,-1.108436,2.289142,2.285272,-1.507676,-4.000269,0.511871,5.219374,-5.097712,0
-1.740319,-2.186525,-1.294228,-0.585537,-1.286625,0.458813,-1.887212,-1.738939,-7.943461,2.397335,-0.072224,1.916177,-0.486093,1.359417,-0.580489,-0.781312,-4.804345,0.804651,3.008757,-1.316880,1.978127,-0.940061,-1.725206,-0.886517,1.122878,2.459803,6.067788,3.440138,-2.557907,-6.533645,-0.635794,0.667770,0.435934,1.793813,1.503805,0.862220,-2.512899,3.203767,-3.388789,0.652772,1.253778,0.385081,-0.706695,-0.430821,0.670872,-5.022631,4.311350,-0.059993,5.601161,2.022512,-0.181649,-1.739797,-0.767443,0.766794,0.837915,-1.628466,-5.025881,-1.746023,-4.649425,-3.382092,-0.094645,0.501865,0.821554,0.317700,-2.549075,1.674116,-0.658229,1.697238,0.270127,3.596617,-1.283414,-1.451125,-0.050234,-1.177624,-1.723457,0.428044,0.594137,-3.577255,-1.193224,3.337950,0.152712,1.860460,0.600995,2.285038,-1.666022,1.743703,1.783472,-1.256665,4.013354,-1.817331,2.314668,-1.463296,-2.374521,-3.553352,-1.272990,4.411776,0.799592,-3.749042,-1.395319,-1.750308,-0.766858,0.033804,0.670912,0.210555,-0.092887,-1.824934,-2.859443,5.141163,-2.436834,5.416835,0.363360,2.506469,-1.546878,-0.852592,0.437231,-0.599364,-1.849620,2.146101,4.353741,7.585662,1
-0.459697,-0.993715,1.463071,-0.873457,-0.505680,-1.606198,2.382766,0.371773,0.557338,3.639846,-0.085488,1.965652,0.342283,0.546703,-1.242955,-2.095062,0.694806,2.848222,-5.119127,-4.313753,1.210214,-0.568001,-1.832678,-2.684085,1.265633,-1.357450,1.218803,-2.560079,-5.987046,-0.651807,-1.243138,0.050197,0.422111,-0.454226,-1.645273,-1.971392,-1.712963,6.532251,3.365582,3.243292,0.461486,0.726155,-0.169311,-2.606039,-2.744781,0.455008,1.043104,2.180903,5.065406,-5.983716,-1.014873,-0.398357,-0.607755,1.211971,2.119426,2.831937,1.004821,-3.695582,-3.121579,-0.893280,0.848320,1.282007,0.604415,-2.947615,-3.646697,2.854237,2.977319,-2.667857,2.962594,6.236374,-0.784605,-0.170371,-2.174276,0.546482,1.336334,-0.754041,4.288210,-0.316620,-1.443084,2.540804,0.063134,0.371209,-0.828449,2.885969,-2.028560,2.078282,0.317142,1.296363,-1.098190,-4.125687,1.254478,1.153973,-1.849125,-1.666148,-0.769807,1.286597,3.401869,5.647594,-3.838382,-2.185374,-1.268620,0.092562,0.430332,2.681555,-0.352275,0.134795,-0.652107,-4.164710,1.058646,2.922010,0.674141,1.273581,-2.172415,0.301419,-0.625777,-0.727337,1.499884,3.769836,-2.535376,0.119038,1
